sample_name,species,AMC (disk),AMK (disk),AMK (mic),AMK (vitek),AMP (vitek),AMX (disk),AMX (vitek),ATM (disk),ATM (vitek),CAZ (disk),CAZ (mic),CAZ (vitek),CHL (vitek),CIP (disk),CIP (vitek),COL (mic),CRO (mic),CRO (vitek),CTX (disk),CTX (mic),CTX (vitek),CXM (vitek),CZA (disk),CZA (vitek),CZT (disk),CZT (vitek),ETP (disk),ETP (mic),ETP (vitek),FEP (disk),FEP (mic),FEP (vitek),FOS (disk),FOX (disk),FOX (vitek),GEN (disk),GEN (mic),GEN (vitek),IPM (disk),IPM (mic),IPM (vitek),LVX (disk),LVX (vitek),MEC (disk),MEM (disk),MEM (mic),MEM (vitek),NAL (vitek),NET (disk),OFX (vitek),PIP (vitek),PRL (disk),SXT (disk),SXT (vitek),TCC (disk),TCC (vitek),TGC (disk),TGC (vitek),TIC (disk),TIC (vitek),TOB (disk),TOB (vitek),TZP (disk),TZP (mic),TZP (vitek),AMC (disk) cat,AMK (disk) cat,AMK (mic) cat,AMK (vitek) cat,AMP (vitek) cat,AMX (disk) cat,AMX (vitek) cat,ATM (disk) cat,ATM (vitek) cat,CAZ (disk) cat,CAZ (mic) cat,CAZ (vitek) cat,CHL (vitek) cat,CIP (disk) cat,CIP (vitek) cat,COL (mic) cat,CRO (mic) cat,CRO (vitek) cat,CTX (disk) cat,CTX (mic) cat,CTX (vitek) cat,CXM (vitek) cat,CZA (disk) cat,CZA (vitek) cat,CZT (disk) cat,CZT (vitek) cat,ETP (disk) cat,ETP (mic) cat,ETP (vitek) cat,FEP (disk) cat,FEP (mic) cat,FEP (vitek) cat,FOS (disk) cat,FOX (disk) cat,FOX (vitek) cat,GEN (disk) cat,GEN (mic) cat,GEN (vitek) cat,IPM (disk) cat,IPM (mic) cat,IPM (vitek) cat,LVX (disk) cat,LVX (vitek) cat,MEC (disk) cat,MEM (disk) cat,MEM (mic) cat,MEM (vitek) cat,NAL (vitek) cat,NET (disk) cat,OFX (vitek) cat,PIP (vitek) cat,PRL (disk) cat,SXT (disk) cat,SXT (vitek) cat,TCC (disk) cat,TCC (vitek) cat,TGC (disk) cat,TGC (vitek) cat,TIC (disk) cat,TIC (vitek) cat,TOB (disk) cat,TOB (vitek) cat,TZP (disk) cat,TZP (mic) cat,TZP (vitek) cat
COLI210,Escherichia coli,,,2.0,,16.0,,,,,,4.0,32.0,32.0,,2.0,0.5,8.0,8.0,,2.0,8.0,32.0,,0.25,,16.0,,0.06,0.5,,1.0,0.5,,,32.0,,0.5,1.0,,0.25,0.25,,,,,0.12,0.25,16.0,,4.0,64.0,,,,,64.0,,0.5,,64.0,,,,16.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,R,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,S,R,NA,S,S,NA,NA,R,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,NA,NA,R,R
COLI211,Escherichia coli,,,8.0,,16.0,,,,,,4.0,2.0,16.0,,0.25,0.5,0.25,0.25,,0.5,1.0,16.0,,0.5,,0.5,,0.06,0.5,,1.0,0.5,,,16.0,,2.0,4.0,,0.25,0.5,,,,,0.06,0.25,8.0,,0.25,64.0,,,,,64.0,,0.5,,64.0,,,,8.0,64.0,NA,NA,R,NA,R,NA,NA,NA,NA,NA,R,U,R,NA,S,S,S,S,NA,S,S,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,R,NA,S,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,NA,NA,R,R
ENTHOR20,Enterobacter hormaechei hoffmannii,,,0.5,,,,,,,,32.0,32.0,32.0,,2.0,0.5,16.0,32.0,,16.0,32.0,,,2.0,,16.0,,1.0,,,16.0,16.0,,,,,0.12,1.0,,0.5,1.0,,,,,0.5,2.0,16.0,,4.0,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
KLEPNE134,Klebsiella pneumoniae,,,8.0,16.0,16.0,,,,32.0,,32.0,32.0,1.0,,,0.5,16.0,32.0,,16.0,32.0,32.0,,0.12,,0.5,,0.12,0.5,,16.0,16.0,,,4.0,,16.0,8.0,,0.25,0.25,,160.0,,,0.06,0.25,,,,64.0,,,,,64.0,,,,64.0,,8.0,,8.0,32.0,NA,NA,R,R,R,NA,NA,NA,R,NA,R,R,S,NA,NA,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,R,NA,NA,S,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,R,NA,R,R
COLI212,Escherichia coli,,,8.0,,16.0,,,,,,4.0,4.0,16.0,,0.25,1.0,0.5,1.0,,1.0,1.0,32.0,,0.5,,1.0,,0.06,0.5,,2.0,0.5,,,16.0,,2.0,4.0,,0.25,0.5,,,,,0.06,0.25,4.0,,0.25,64.0,,,,,64.0,,0.5,,64.0,,,,8.0,64.0,NA,NA,R,NA,R,NA,NA,NA,NA,NA,R,R,R,NA,S,S,S,S,NA,S,S,R,NA,S,NA,S,NA,S,R,NA,U,S,NA,NA,R,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,U,NA,S,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,NA,NA,R,R
CITFRE48,Citrobacter freundii,,,1.0,2.0,,,,,2.0,,32.0,8.0,4.0,,16.0,1.0,16.0,16.0,,16.0,8.0,,,0.5,,1.0,,0.25,0.5,,0.5,0.12,,,32.0,,16.0,8.0,,0.5,0.5,,160.0,,,0.12,0.25,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,64.0,64.0,NA,NA,S,S,NA,NA,NA,NA,U,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
HAFALV12,Hafnia alvei,,,1.0,,,,,,16.0,,16.0,,,,,5.0,16.0,,,16.0,,,,2.0,,0.5,,8.0,,,2.0,0.12,,,,,0.25,1.0,,8.0,,,,,,4.0,,,,,,,,,,64.0,,,,,,,,64.0,,NA,NA,S,NA,NA,NA,NA,NA,R,NA,R,NA,NA,NA,NA,R,R,NA,NA,R,NA,NA,NA,S,NA,S,NA,R,NA,NA,U,S,NA,NA,NA,NA,S,S,NA,R,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,R,NA
COLI213,Escherichia coli,,,0.5,,16.0,,,,,,2.0,1.0,8.0,,0.25,0.25,0.5,1.0,,0.5,1.0,32.0,,0.5,,0.5,,0.25,0.5,,2.0,8.0,,,32.0,,0.25,1.0,,0.5,0.25,,,,,0.12,0.25,16.0,,2.0,64.0,,,,,64.0,,0.5,,64.0,,,,8.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,U,S,S,NA,S,S,S,S,NA,S,S,R,NA,S,NA,S,NA,S,R,NA,U,R,NA,NA,R,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,NA,NA,R,R
COLI214,Escherichia coli,,,1.0,,16.0,,,,,,1.0,1.0,4.0,,0.25,0.25,0.25,0.25,,0.5,1.0,16.0,,0.5,,0.5,,0.5,0.5,,4.0,4.0,,,32.0,,0.5,1.0,,0.25,0.25,,,,,0.12,0.25,2.0,,0.25,64.0,,,,,64.0,,0.5,,64.0,,,,8.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,S,S,S,NA,S,S,S,S,NA,S,S,R,NA,S,NA,S,NA,R,R,NA,R,R,NA,NA,R,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,NA,NA,R,R
PRTMIR22,Proteus mirabilis,,,8.0,,,,,,,,0.06,1.0,,,,8.0,0.06,,,0.12,1.0,,,,,0.25,,0.06,,,1.0,0.25,,,,,16.0,8.0,,1.0,4.0,,,,,0.12,,,,,,,,,,,,,,,,,,64.0,,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,S,S,NA,NA,NA,R,S,NA,NA,S,S,NA,NA,NA,NA,S,NA,S,NA,NA,S,S,NA,NA,NA,NA,R,R,NA,S,R,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
PRTMIR46,Proteus mirabilis,,,2.0,2.0,16.0,,,,1.0,,0.06,1.0,0.12,,2.0,8.0,0.06,0.25,,0.25,1.0,1.0,,0.12,,0.25,,0.25,0.5,,2.0,0.12,,,8.0,,16.0,8.0,,1.0,8.0,,160.0,,,0.5,8.0,,,,64.0,,,,,64.0,,0.25,,64.0,,8.0,,64.0,8.0,NA,NA,S,S,R,NA,NA,NA,S,NA,S,S,S,NA,R,R,S,S,NA,S,S,U,NA,S,NA,S,NA,S,R,NA,U,S,NA,NA,R,NA,R,R,NA,S,R,NA,R,NA,NA,S,R,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,R,NA,R,R
KLEOXY37,Klebsiella oxytoca,,,2.0,2.0,16.0,,,,32.0,,32.0,4.0,4.0,,16.0,0.25,16.0,32.0,,16.0,32.0,32.0,,0.5,,8.0,,0.25,,,32.0,16.0,,,32.0,,0.5,4.0,,1.0,0.25,,20.0,,,1.0,2.0,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,S,NA,NA,R,R,NA,NA,R,NA,S,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
COLI215,Escherichia coli,,,2.0,,16.0,,,,,,4.0,4.0,32.0,,2.0,0.5,8.0,0.5,,2.0,4.0,32.0,,0.5,,1.0,,0.5,0.5,,4.0,16.0,,,8.0,,0.5,1.0,,8.0,0.25,,,,,16.0,0.25,16.0,,4.0,64.0,,,,,64.0,,0.5,,64.0,,,,8.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,R,NA,R,S,R,S,NA,R,R,R,NA,S,NA,S,NA,R,R,NA,R,R,NA,NA,R,NA,S,S,NA,R,S,NA,NA,NA,NA,R,S,R,NA,R,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,NA,NA,R,R
ENTHOR35,Enterobacter hormaechei oharae,,,0.5,,,,,,,,16.0,8.0,,,0.25,1.0,16.0,32.0,,16.0,32.0,,,1.0,,1.0,,1.0,,,8.0,8.0,,,,,4.0,8.0,,0.5,0.5,,,,,0.12,0.25,,,,64.0,,,,,64.0,,,,64.0,,,,8.0,32.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,R,NA,NA,R,R,NA,NA,NA,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
CITFRE25,Citrobacter freundii,,,4.0,,,,,,,,32.0,32.0,32.0,,2.0,1.0,16.0,32.0,,16.0,32.0,,,0.25,,8.0,,8.0,2.0,,4.0,0.5,,,,,0.25,1.0,,2.0,0.25,,,,,2.0,0.25,16.0,,4.0,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,S,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
COLI216,Escherichia coli,,,2.0,,,,,,,,4.0,4.0,,,,0.5,2.0,,,4.0,8.0,,,,,8.0,,0.5,,,16.0,16.0,,,,,0.5,1.0,,0.12,0.25,,,,,0.06,,,,,64.0,,,,,,,0.5,,,,,,8.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,NA,NA,NA,S,R,NA,NA,R,R,NA,NA,NA,NA,R,NA,R,NA,NA,R,R,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,NA,R,NA
ENTHOR48,Enterobacter hormaechei steigerwaltii,,,4.0,4.0,,,,,32.0,,32.0,32.0,4.0,,16.0,1.0,16.0,32.0,,16.0,32.0,,,1.0,,16.0,,2.0,2.0,,32.0,16.0,,,32.0,,16.0,8.0,,0.25,0.25,,160.0,,,0.12,0.25,,,,64.0,,,,,64.0,,2.0,,64.0,,8.0,,64.0,64.0,NA,NA,S,S,NA,NA,NA,NA,R,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,R,NA,NA,R,NA,R,R,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,R,R
CITKOS17,Citrobacter koseri,,,2.0,4.0,,,,,1.0,,2.0,4.0,0.25,,16.0,0.5,0.5,1.0,,1.0,4.0,,,0.25,,1.0,,0.06,0.5,,0.5,0.5,,,32.0,,0.5,1.0,,0.12,0.25,,20.0,,,0.06,0.25,,,,64.0,,,,,64.0,,0.25,,64.0,,1.0,,32.0,64.0,NA,NA,S,S,NA,NA,NA,NA,S,NA,U,R,S,NA,R,S,S,S,NA,S,R,NA,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,S,NA,R,R
PRTMIR27,Proteus mirabilis,,,2.0,,16.0,,,,,,0.12,0.12,,,,8.0,16.0,,,16.0,32.0,,,,,,,0.06,,,8.0,,,,,,1.0,1.0,,2.0,2.0,,,,,0.06,,2.0,,0.25,,,,,,,,,,64.0,,,,1.0,,NA,NA,S,NA,R,NA,NA,NA,NA,NA,S,S,NA,NA,NA,R,R,NA,NA,R,R,NA,NA,NA,NA,NA,NA,S,NA,NA,R,NA,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,NA,S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,S,NA
ENTHOR78,Enterobacter hormaechei xiangfangensis,,,0.5,,,,,,,,32.0,16.0,4.0,,1.0,0.5,8.0,32.0,,8.0,32.0,,,0.25,,0.25,,0.25,0.5,,2.0,16.0,,,,,16.0,8.0,,0.5,0.25,,,,,0.12,0.25,16.0,,2.0,64.0,,,,,64.0,,,,64.0,,,,8.0,32.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,U,R,NA,NA,NA,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
PRTMIR32,Proteus mirabilis,,,4.0,,16.0,,,,,,0.12,1.0,4.0,,0.25,8.0,2.0,0.25,,0.5,1.0,32.0,,0.12,,0.25,,0.06,0.5,,0.5,0.12,,,32.0,,2.0,1.0,,8.0,8.0,,,,,0.12,0.5,,,0.5,,,,,,16.0,,,,64.0,,,,8.0,32.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,S,S,S,NA,S,R,R,S,NA,S,S,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,R,S,NA,R,R,NA,NA,NA,NA,S,S,NA,NA,R,NA,NA,NA,NA,NA,S,NA,NA,NA,R,NA,NA,NA,R,R
COLI217,Escherichia coli,,,2.0,,16.0,,,,,,2.0,1.0,4.0,,1.0,0.5,2.0,8.0,,2.0,1.0,4.0,,0.12,,0.25,,8.0,0.5,,16.0,0.12,,,4.0,,0.5,1.0,,2.0,0.25,,,,,2.0,0.25,16.0,,2.0,64.0,,,,,8.0,,0.5,,64.0,,,,8.0,4.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,U,S,S,NA,R,S,R,R,NA,R,S,U,NA,S,NA,S,NA,R,R,NA,R,S,NA,NA,S,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,S,NA,R,NA,R,NA,NA,NA,R,S
KLEPNE120,Klebsiella pneumoniae,,,0.5,,,,,,,,16.0,,,,,1.0,1.0,,,0.25,,,,,,,,0.12,,,2.0,,,,,,0.25,,,0.25,,,,,,0.06,,,,,,,,,,,,,,,,,,64.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,NA,NA,NA,NA,S,S,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,NA,NA,U,NA,NA,NA,NA,NA,S,NA,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
CITKOS18,Citrobacter koseri,,,1.0,2.0,,,,,1.0,,32.0,32.0,0.12,,2.0,0.5,16.0,32.0,,16.0,32.0,,,8.0,,16.0,,2.0,,,16.0,16.0,,,32.0,,0.12,1.0,,2.0,8.0,,160.0,,,0.5,,,,,64.0,,,,,64.0,,0.25,,64.0,,8.0,,64.0,64.0,NA,NA,S,S,NA,NA,NA,NA,S,NA,R,R,S,NA,R,S,R,R,NA,R,R,NA,NA,R,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,S,S,NA,S,R,NA,R,NA,NA,S,NA,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,R,NA,R,R
CITFRE20,Citrobacter freundii,,,1.0,,,,,,,,16.0,16.0,8.0,,0.25,1.0,8.0,32.0,,8.0,8.0,,,0.12,,0.5,,0.06,0.5,,0.12,0.12,,,,,0.25,1.0,,0.25,1.0,,,,,0.06,0.25,2.0,,0.25,64.0,,,,,32.0,,,,32.0,,,,2.0,4.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,R,R,S,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,S,S
PRTMIR47,Proteus mirabilis,,,2.0,2.0,16.0,,,,1.0,,0.25,4.0,0.12,,4.0,8.0,0.06,0.25,,0.06,1.0,4.0,,0.12,,0.5,,0.06,0.5,,0.25,2.0,,,8.0,,1.0,1.0,,1.0,8.0,,20.0,,,0.06,0.25,,,,64.0,,,,,8.0,,0.25,,64.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,S,NA,S,R,S,NA,R,R,S,S,NA,S,S,U,NA,S,NA,S,NA,S,R,NA,S,U,NA,NA,R,NA,S,S,NA,S,R,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,S,NA,S,NA,R,NA,S,NA,S,S
PRTMIR48,Proteus mirabilis,,,4.0,2.0,16.0,,,,1.0,,16.0,4.0,0.12,,4.0,8.0,2.0,,,16.0,8.0,16.0,,0.12,,0.25,,0.06,0.5,,0.25,0.12,,,4.0,,1.0,1.0,,1.0,2.0,,20.0,,,0.06,0.25,,,,64.0,,,,,8.0,,0.25,,32.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,S,NA,R,R,S,NA,R,R,R,NA,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,S,NA,S,S,NA,S,S,NA,R,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,S,NA,S,NA,R,NA,S,NA,S,S
PRTMIR49,Proteus mirabilis,,,4.0,2.0,16.0,,,,1.0,,4.0,4.0,2.0,,16.0,8.0,0.06,0.25,,0.12,1.0,4.0,,0.12,,0.25,,0.06,0.5,,0.25,0.12,,,4.0,,1.0,1.0,,2.0,4.0,,160.0,,,0.06,0.25,,,,4.0,,,,,8.0,,1.0,,64.0,,1.0,,1.0,4.0,NA,NA,S,S,R,NA,NA,NA,S,NA,R,R,S,NA,R,R,S,S,NA,S,S,U,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,S,NA,S,S,NA,S,R,NA,R,NA,NA,S,S,NA,NA,NA,S,NA,NA,NA,NA,S,NA,R,NA,R,NA,S,NA,S,S
HAFALV13,Hafnia alvei,,,1.0,2.0,16.0,,,,16.0,,32.0,4.0,0.12,,2.0,4.0,16.0,32.0,,16.0,32.0,,,1.0,,8.0,,8.0,4.0,,32.0,16.0,,,32.0,,16.0,8.0,,1.0,0.25,,20.0,,,4.0,1.0,,,,64.0,,,,,64.0,,0.25,,64.0,,8.0,,64.0,64.0,NA,NA,S,S,R,NA,NA,NA,R,NA,R,R,S,NA,R,R,R,R,NA,R,R,NA,NA,S,NA,R,NA,R,R,NA,R,R,NA,NA,R,NA,R,R,NA,S,S,NA,R,NA,NA,U,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,S,NA,R,NA,R,NA,R,R
COLI218,Escherichia coli,,,2.0,,,,,,,,2.0,1.0,,,,0.5,0.5,,,0.25,1.0,,,,,,,0.12,,,4.0,2.0,,,,,0.5,1.0,,0.25,0.25,,,,,0.06,,,,,,,,,,,,,,,,,,8.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,U,S,NA,NA,NA,S,S,NA,NA,S,S,NA,NA,NA,NA,NA,NA,S,NA,NA,R,U,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
KLEMIC6,Klebsiella michiganensis,,,0.5,,16.0,,,,,,16.0,4.0,,,0.25,0.5,0.5,0.25,,1.0,1.0,16.0,,0.12,,0.25,,0.25,0.5,,0.06,0.12,,,32.0,,0.25,1.0,,0.5,0.25,,,,,0.06,0.25,,,,64.0,,,,,64.0,,,,64.0,,,,2.0,4.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,S,S,S,S,NA,S,S,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,S,S
CITAMA3,Citrobacter amalonaticus,,,1.0,,,,,,,,1.0,1.0,16.0,,0.25,0.5,16.0,16.0,,4.0,4.0,,,0.25,,0.25,,0.06,0.5,,0.5,0.25,,,,,0.25,1.0,,0.5,0.5,,,,,0.06,0.25,4.0,,0.25,64.0,,,,,64.0,,,,64.0,,,,4.0,4.0,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,S,S,R,NA,S,S,R,R,NA,R,R,NA,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,NA,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,U,NA,S,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,S,S
KLEPNE108,Klebsiella pneumoniae,,,4.0,,16.0,,,,,,16.0,16.0,32.0,,2.0,8.0,4.0,1.0,,8.0,2.0,32.0,,0.5,,1.0,,1.0,1.0,,2.0,2.0,,,32.0,,16.0,8.0,,0.5,0.5,,,,,0.06,0.25,16.0,,4.0,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,R,NA,R,R,R,S,NA,R,R,R,NA,S,NA,S,NA,R,R,NA,U,U,NA,NA,R,NA,R,R,NA,S,S,NA,NA,NA,NA,S,S,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
KLEPNE105,Klebsiella pneumoniae,,,0.5,,16.0,,,,,,8.0,4.0,,,0.25,0.5,16.0,32.0,,16.0,8.0,32.0,,0.12,,0.25,,0.12,0.5,,4.0,2.0,,,32.0,,0.25,1.0,,0.25,0.25,,,,,0.06,0.25,,,,64.0,,,,,64.0,,,,64.0,,,,4.0,4.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,S,S,R,R,NA,R,R,R,NA,S,NA,S,NA,S,R,NA,R,U,NA,NA,R,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,NA,NA,NA,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,S,S
PRTMIR31,Proteus mirabilis,,,2.0,,16.0,,,,,,8.0,1.0,2.0,,0.25,8.0,1.0,0.25,,16.0,1.0,32.0,,0.12,,0.25,,0.06,0.5,,0.12,0.12,,,16.0,,1.0,1.0,,4.0,4.0,,,,,0.12,0.25,2.0,,0.25,,,,,,8.0,,,,8.0,,,,1.0,4.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,S,S,NA,S,R,S,S,NA,R,S,R,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,R,NA,S,S,NA,R,R,NA,NA,NA,NA,S,S,S,NA,S,NA,NA,NA,NA,NA,S,NA,NA,NA,S,NA,NA,NA,S,S
COLI219,Escherichia coli,,,1.0,,,,,,,,2.0,1.0,,,,0.5,0.5,,,0.5,1.0,,,,,,,8.0,,,8.0,8.0,,,,,0.5,1.0,,4.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,,8.0,,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,U,S,NA,NA,NA,S,S,NA,NA,S,S,NA,NA,NA,NA,NA,NA,R,NA,NA,R,R,NA,NA,NA,NA,S,S,NA,R,R,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,NA
COLI220,Escherichia coli,,,2.0,,2.0,,,,,,0.12,1.0,2.0,,0.25,0.5,0.06,0.25,,0.12,1.0,4.0,,0.12,,0.25,,0.06,0.5,,0.12,0.12,,,4.0,,0.5,1.0,,0.25,0.25,,,,,0.06,0.25,2.0,,0.25,4.0,,,,,8.0,,0.5,,8.0,,,,1.0,4.0,NA,NA,S,NA,S,NA,NA,NA,NA,NA,S,S,S,NA,S,S,S,S,NA,S,S,U,NA,S,NA,S,NA,S,R,NA,S,S,NA,NA,S,NA,S,S,NA,S,S,NA,NA,NA,NA,S,S,S,NA,S,S,NA,NA,NA,NA,S,NA,R,NA,S,NA,NA,NA,S,S
KLEPNE113,Klebsiella pneumoniae,,,1.0,,16.0,,,,,,32.0,32.0,16.0,,2.0,1.0,16.0,32.0,,16.0,32.0,32.0,,0.5,,16.0,,8.0,,,32.0,16.0,,,32.0,,16.0,8.0,,16.0,8.0,,,,,8.0,,16.0,,4.0,64.0,,,,,64.0,,,,64.0,,,,64.0,64.0,NA,NA,S,NA,R,NA,NA,NA,NA,NA,R,R,R,NA,R,S,R,R,NA,R,R,R,NA,S,NA,R,NA,R,NA,NA,R,R,NA,NA,R,NA,R,R,NA,R,R,NA,NA,NA,NA,R,NA,R,NA,R,R,NA,NA,NA,NA,R,NA,NA,NA,R,NA,NA,NA,R,R
